date,precision_in_bits,pphys,dx,dz,dm,dx2,dz2,dm2,error_rate,qubits,code_cycles
2024-04-01 14:53,128,1e-05,3,1,1,5,5,7,2.5548763870383587e-08,966,210.00457449055145
2024-04-01 14:53,128,1e-05,3,1,1,5,7,1,2.9772856927608016e-06,814,96.99705146032899
2024-04-01 14:53,128,1e-05,3,1,1,5,7,3,1.204036694328488e-08,886,90.81642030708839
2024-04-01 14:53,128,1e-05,3,1,1,5,7,5,2.045626360498868e-08,990,150.00327342512873
2024-04-01 14:53,128,1e-05,3,1,1,5,7,7,2.9468768677862957e-08,1126,210.00456867152073
2024-04-01 14:53,128,1e-05,3,1,1,7,1,1,1.8323228190228327e-05,470,104.91767802890382
2024-04-01 14:53,128,1e-05,3,1,1,7,1,3,2.3162822661649334e-08,558,101.47074382279112
2024-04-01 14:53,128,1e-05,3,1,1,7,1,5,1.881237259686538e-08,678,179.90654575758043
2024-04-01 14:53,128,1e-05,3,1,1,7,1,7,3.680374202967329e-08,830,270.29674530206086
2024-04-01 14:53,128,1e-05,3,1,1,7,3,1,1.489478436528753e-06,694,95.68535507914243
2024-04-01 14:53,128,1e-05,3,1,1,7,3,3,7.944427597681139e-12,782,90.81945220023208
2024-04-01 14:53,128,1e-05,3,1,1,7,3,5,1.330937778305081e-11,902,150.01254466168777
2024-04-01 14:53,128,1e-05,3,1,1,7,3,7,1.91242382167504e-11,1054,210.02274109347493
2024-04-01 14:54,128,1e-05,3,1,1,7,5,1,3.70436071868676e-06,918,97.48088202401071
2024-04-01 14:54,128,1e-05,3,1,1,7,5,3,9.136073428597652e-12,1006,90.81661618917659
2024-04-01 14:54,128,1e-05,3,1,1,7,5,5,1.5306365672115136e-11,1126,150.00327537015542
2024-04-01 14:54,128,1e-05,3,1,1,7,5,7,2.1918867777826825e-11,1278,210.00457201658548
2024-04-01 14:54,128,1e-05,3,1,1,7,7,1,7.468275994152895e-06,1142,99.31608771399644
2024-04-01 14:54,128,1e-05,3,1,1,7,7,3,1.0337467269472879e-11,1230,90.81717570553118
2024-04-01 14:54,128,1e-05,3,1,1,7,7,5,1.730636773724914e-11,1350,150.00327036624668
2024-04-01 14:54,128,1e-05,3,1,1,7,7,7,2.4718870568044094e-11,1502,210.00456111871623
2024-04-01 14:54,128,1e-05,3,1,1,9,1,1,3.996290238757437e-05,638,109.21333459131633
2024-04-01 14:54,128,1e-05,3,1,1,9,1,3,4.131226773159486e-08,742,104.68640418132836
2024-04-01 14:54,128,1e-05,3,1,1,9,1,5,3.1123364407999575e-08,878,189.23643409424147
2024-04-01 14:54,128,1e-05,3,1,1,9,1,7,6.089427891954456e-08,1046,289.72094067844245
2024-04-01 14:54,128,1e-05,3,1,1,9,3,1,3.1074619025489603e-06,926,97.07068007626751
2024-04-01 14:54,128,1e-05,3,1,1,9,3,3,2.8123533678089485e-14,1030,90.82090185680028
2024-04-01 14:54,128,1e-05,3,1,1,9,3,5,1.7228408163239128e-14,1166,150.01519538029703
2024-04-01 14:54,128,1e-05,3,1,1,9,3,7,2.6235507017058472e-14,1334,210.02793560011108
2024-04-01 14:54,128,1e-05,3,1,1,9,5,1,7.769916053820594e-06,1214,99.42163034930073
2024-04-01 14:54,128,1e-05,3,1,1,9,5,3,1.5838023047421235e-14,1318,90.81725552072209
2024-04-01 14:54,128,1e-05,3,1,1,9,5,5,1.4175557668877417e-14,1454,150.00327763606714
2024-04-01 14:54,128,1e-05,3,1,1,9,5,7,2.0075992364099906e-14,1622,210.00457512958434
2024-04-01 14:55,128,1e-05,3,1,1,9,7,1,1.573297240336717e-05,1502,101.83819096392976
2024-04-01 14:55,128,1e-05,3,1,1,9,7,3,1.8899698142845602e-14,1606,90.81797490466184
2024-04-01 14:55,128,1e-05,3,1,1,9,7,5,1.5730479561045365e-14,1742,150.00327120154944
2024-04-01 14:55,128,1e-05,3,1,1,9,7,7,2.22527911664873e-14,1910,210.00456111623348
2024-04-01 14:55,128,1e-05,3,1,1,11,1,1,7.712873682817826e-05,838,113.81717116243031
2024-04-01 14:55,128,1e-05,3,1,1,11,1,3,6.70327008843465e-08,958,107.97977515072537
2024-04-01 14:55,128,1e-05,3,1,1,11,1,5,4.6552175031813404e-08,1110,198.9272328880643
2024-04-01 14:55,128,1e-05,3,1,1,11,1,7,9.105672537729473e-08,1294,310.1624720098488
2024-04-01 14:55,128,1e-05,3,1,1,11,3,1,5.940173303042688e-06,1190,98.61662565036195
2024-04-01 14:55,128,1e-05,3,1,1,11,3,3,2.904035675063591e-14,1310,90.82239391869643
2024-04-01 14:55,128,1e-05,3,1,1,11,3,5,6.687428409496949e-15,1462,150.0178461791169
2024-04-01 14:55,128,1e-05,3,1,1,11,3,7,1.2135486498038768e-14,1646,210.03313021046546
2024-04-01 14:55,128,1e-05,3,1,1,11,5,1,1.4675605913911749e-05,1542,101.54723487044832
2024-04-01 14:55,128,1e-05,3,1,1,11,5,3,9.339402588156418e-15,1662,90.8179372398921
2024-04-01 14:55,128,1e-05,3,1,1,11,5,5,1.2175259124396335e-16,1814,150.00327994611462
2024-04-01 14:55,128,1e-05,3,1,1,11,5,7,1.262350335202034e-16,1998,210.0045782468093
2024-04-01 14:55,128,1e-05,3,1,1,11,7,1,2.9551329067870865e-05,1894,104.57673991754088
2024-04-01 14:55,128,1e-05,3,1,1,11,7,3,1.243030839167362e-14,2014,90.81881649483493
2024-04-01 14:55,128,1e-05,3,1,1,11,7,5,1.2224772989798052e-16,2166,150.00327208170333
2024-04-01 14:55,128,1e-05,3,1,1,11,7,7,1.2681630761437125e-16,2350,210.00456111937905
2024-04-01 14:56,128,1e-05,3,1,1,13,1,1,0.0001362260813648906,1070,118.75285527161193
2024-04-01 14:56,128,1e-05,3,1,1,13,1,3,1.0215297678062341e-07,1206,111.3517257394067
2024-04-01 14:56,128,1e-05,3,1,1,13,1,5,6.509226661512373e-08,1374,208.98460170203697
2024-04-01 14:56,128,1e-05,3,1,1,13,1,7,1.2726016616217593e-07,1574,331.6396141632774
2024-04-01 14:56,128,1e-05,3,1,1,13,3,1,1.062741723808326e-05,1486,100.33083972194875
2024-04-01 14:56,128,1e-05,3,1,1,13,3,3,3.9983199029913084e-14,1622,90.82392838756405
2024-04-01 14:56,128,1e-05,3,1,1,13,3,5,8.974795254210034e-15,1790,150.0204970567317
2024-04-01 14:56,128,1e-05,3,1,1,13,3,7,1.6454718600433698e-14,1990,210.03832492175937
2024-04-01 14:56,128,1e-05,3,1,1,13,5,1,2.5706923952816716e-05,1902,103.86861479728282
2024-04-01 14:56,128,1e-05,3,1,1,13,5,3,1.1833339930614663e-14,2038,90.81866134695042
2024-04-01 14:56,128,1e-05,3,1,1,13,5,5,1.0866518197979876e-16,2206,150.00328229816483
2024-04-01 14:56,128,1e-05,3,1,1,13,5,7,1.076899264036938e-16,2406,210.0045813640797
2024-04-01 14:56,128,1e-05,3,1,1,13,7,1,5.120764268235204e-05,2318,107.54651809302767
2024-04-01 14:56,128,1e-05,3,1,1,13,7,3,1.6149344021327925e-14,2454,90.81970047629305
2024-04-01 14:56,128,1e-05,3,1,1,13,7,5,1.0774645250711074e-16,2622,150.0032730038605
2024-04-01 14:56,128,1e-05,3,1,1,13,7,7,1.062718313255643e-16,2822,210.00456112257112
2024-04-01 14:56,128,1e-05,3,1,1,15,1,1,0.00022491690127467287,1334,124.04614371919115
2024-04-01 14:56,128,1e-05,3,1,1,15,1,3,1.488212067588915e-07,1486,114.80309515304593
2024-04-01 14:56,128,1e-05,3,1,1,15,1,5,8.674543520810059e-08,1670,219.41376533355069
2024-04-01 14:56,128,1e-05,3,1,1,15,1,7,1.6947650678371113e-07,1886,354.1679623637426
2024-04-01 14:57,128,1e-05,3,1,1,15,3,1,1.8045961112411395e-05,1814,102.2219236302654
2024-04-01 14:57,128,1e-05,3,1,1,15,3,3,5.3888928906107025e-14,1966,90.8255052656339
2024-04-01 14:57,128,1e-05,3,1,1,15,3,5,1.1615298609228973e-14,2150,150.0231480131427
2024-04-01 14:57,128,1e-05,3,1,1,15,3,7,2.1453131682179633e-14,2366,210.04351973399153
2024-04-01 14:57,128,1e-05,3,1,1,15,5,1,4.253735184116371e-05,2294,106.39788965749433
2024-04-01 14:57,128,1e-05,3,1,1,15,5,3,1.493419196159242e-14,2446,90.81942784300982
2024-04-01 14:57,128,1e-05,3,1,1,15,5,5,1.0889005743163911e-16,2630,150.00328469221608
2024-04-01 14:57,128,1e-05,3,1,1,15,5,7,1.0789145770137404e-16,2846,210.00458448139216
2024-04-01 14:57,128,1e-05,3,1,1,15,7,1,8.358131941812875e-05,2774,110.76383721633935
2024-04-01 14:57,128,1e-05,3,1,1,15,7,3,2.0790185929450046e-14,2926,90.82062685038957
2024-04-01 14:57,128,1e-05,3,1,1,15,7,5,1.0782774869592794e-16,3110,150.00327396801865
2024-04-01 14:57,128,1e-05,3,1,1,15,7,7,1.0625256121125588e-16,3326,210.0045611258052
2024-04-01 14:57,128,1e-05,3,1,3,3,1,1,2.7143069675995765e-05,238,321.32322024515673
2024-04-01 14:57,128,1e-05,3,1,3,3,1,3,1.621212358180532e-05,294,315.0893985536218
2024-04-01 14:57,128,1e-05,3,1,3,3,1,5,1.968935309973671e-05,382,315.0762096665726
2024-04-01 14:57,128,1e-05,3,1,3,3,1,7,2.4122467994238886e-05,502,315.07618853155935
2024-04-01 14:57,128,1e-05,3,1,3,3,3,1,1.4691745838779631e-05,334,280.9354768631287
2024-04-01 14:57,128,1e-05,3,1,3,3,3,3,1.8875889358037764e-05,390,273.25189891174705
2024-04-01 14:57,128,1e-05,3,1,3,3,3,5,2.424229973339346e-05,478,273.23962184385516
2024-04-01 14:57,128,1e-05,3,1,3,3,3,7,3.0541981201377355e-05,598,273.2396028933515
2024-04-01 14:58,128,1e-05,3,1,3,3,5,1,1.5901067872586646e-05,430,283.1747795843513
2024-04-01 14:58,128,1e-05,3,1,3,3,5,3,2.1675782084970595e-05,486,273.2449895522211
2024-04-01 14:58,128,1e-05,3,1,3,3,5,5,2.8908711005330785e-05,574,273.2319891475591
2024-04-01 14:58,128,1e-05,3,1,3,3,5,7,3.707488634516901e-05,694,273.23196976342956
2024-04-01 14:58,128,1e-05,3,1,3,3,7,1,1.7261574722385652e-05,526,285.4469000967151
2024-04-01 14:58,128,1e-05,3,1,3,3,7,3,2.4475758604191592e-05,582,273.2512527024228
2024-04-01 14:58,128,1e-05,3,1,3,3,7,5,3.3575179546907225e-05,670,273.23752837989673
2024-04-01 14:58,128,1e-05,3,1,3,3,7,7,4.360781291790057e-05,790,273.2375085612726
2024-04-01 14:58,128,1e-05,3,1,3,5,1,1,5.2052042688573165e-05,342,354.5807253394025
2024-04-01 14:58,128,1e-05,3,1,3,5,1,3,1.5899111045376873e-07,414,345.6171085413556
2024-04-01 14:58,128,1e-05,3,1,3,5,1,5,9.28984435214123e-08,518,345.6018723001456
2024-04-01 14:58,128,1e-05,3,1,3,5,1,7,9.573491831847339e-08,654,345.60184866321464
2024-04-01 14:58,128,1e-05,3,1,3,5,3,1,6.500067437325876e-07,502,284.19190121059125
2024-04-01 14:58,128,1e-05,3,1,3,5,3,3,1.692623914742043e-08,574,273.2524099890226
2024-04-01 14:58,128,1e-05,3,1,3,5,3,5,2.042617500647146e-08,678,273.2389496373727
2024-04-01 14:58,128,1e-05,3,1,3,5,3,7,2.448617475860949e-08,814,273.2389298951336
2024-04-01 14:58,128,1e-05,3,1,3,5,5,1,1.5272014599257008e-06,662,287.9714335744747
2024-04-01 14:58,128,1e-05,3,1,3,5,5,3,1.8606150726262503e-08,734,273.2316532343681
2024-04-01 14:58,128,1e-05,3,1,3,5,5,5,2.322609366096175e-08,838,273.2169878424222
2024-04-01 14:58,128,1e-05,3,1,3,5,5,7,2.8406093342302266e-08,974,273.2169673781567
2024-04-01 14:59,128,1e-05,3,1,3,5,7,1,2.989632894059911e-06,822,291.828108581532
2024-04-01 14:59,128,1e-05,3,1,3,5,7,3,2.028618891942933e-08,894,273.2328501685966
2024-04-01 14:59,128,1e-05,3,1,3,5,7,5,2.6026108997019452e-08,998,273.2169787167172
2024-04-01 14:59,128,1e-05,3,1,3,5,7,7,3.232610856259613e-08,1134,273.2169575289421
2024-04-01 14:59,128,1e-05,3,1,3,7,1,1,0.00014049295218464044,478,391.0004213390312
2024-04-01 14:59,128,1e-05,3,1,3,7,1,3,2.956928260982323e-07,566,378.331755440859
2024-04-01 14:59,128,1e-05,3,1,3,7,1,5,1.4763678405868464e-07,686,378.31407891392064
2024-04-01 14:59,128,1e-05,3,1,3,7,1,7,1.4742679503046869e-07,838,378.3140524593575
2024-04-01 14:59,128,1e-05,3,1,3,7,3,1,1.4983873211314601e-06,702,287.90327593003667
2024-04-01 14:59,128,1e-05,3,1,3,7,3,3,1.6262298391883664e-11,790,273.26250791921694
2024-04-01 14:59,128,1e-05,3,1,3,7,3,5,1.8903077484739704e-11,910,273.24773637017694
2024-04-01 14:59,128,1e-05,3,1,3,7,3,7,2.200301932446739e-11,1062,273.24771575909665
2024-04-01 14:59,128,1e-05,3,1,3,7,5,1,3.709057491984025e-06,926,293.28378187578284
2024-04-01 14:59,128,1e-05,3,1,3,7,5,3,1.7390576382643267e-11,1014,273.2334432858934
2024-04-01 14:59,128,1e-05,3,1,3,7,5,5,2.0877497211354685e-11,1134,273.21698481237723
2024-04-01 14:59,128,1e-05,3,1,3,7,5,7,2.477749064287354e-11,1286,273.21696319055405
2024-04-01 14:59,128,1e-05,3,1,3,7,7,1,7.475783435296723e-06,1150,298.8052312129261
2024-04-01 14:59,128,1e-05,3,1,3,7,7,3,1.859310798462241e-11,1238,273.23511435027075
2024-04-01 14:59,128,1e-05,3,1,3,7,7,5,2.2877502971420185e-11,1358,273.21696737977425
2024-04-01 14:59,128,1e-05,3,1,3,7,7,7,2.757749609484511e-11,1510,273.21694474503795
2024-04-01 15:01,128,1e-05,3,1,3,9,1,1,0.00031161404757966735,646,430.82626707925493
2024-04-01 15:01,128,1e-05,3,1,3,9,1,3,5.166632368640353e-07,750,413.28894610898084
2024-04-01 15:01,128,1e-05,3,1,3,9,1,5,2.443315916853951e-07,886,413.26838080875956
2024-04-01 15:01,128,1e-05,3,1,3,9,1,7,2.4396245880271496e-07,1054,413.2683511886476
2024-04-01 15:01,128,1e-05,3,1,3,9,3,1,3.12462273582475e-06,934,292.0777689743328
2024-04-01 15:01,128,1e-05,3,1,3,9,3,3,1.4702954711460245e-13,1038,273.2727398216708
2024-04-01 15:01,128,1e-05,3,1,3,9,3,5,5.827164793963436e-14,1174,273.2565295352566
2024-04-01 15:01,128,1e-05,3,1,3,9,3,7,6.075175700235271e-14,1342,273.2565079788236
2024-04-01 15:01,128,1e-05,3,1,3,9,5,1,7.777600568856533e-06,1222,299.12278765439964
2024-04-01 15:01,128,1e-05,3,1,3,9,5,3,3.412271239610309e-14,1326,273.2353703176907
2024-04-01 15:01,128,1e-05,3,1,3,9,5,5,2.1054709709721666e-14,1462,273.21699131503647
2024-04-01 15:01,128,1e-05,3,1,3,9,5,7,2.423670358607618e-14,1630,273.2169684592085
2024-04-01 15:01,128,1e-05,3,1,3,9,7,1,1.574531657578704e-05,1510,306.39331716157614
2024-04-01 15:01,128,1e-05,3,1,3,9,7,3,3.873149428066736e-14,1614,273.23751884424496
2024-04-01 15:01,128,1e-05,3,1,3,9,7,5,2.2603513598248052e-14,1750,273.21696889863506
2024-04-01 15:01,128,1e-05,3,1,3,9,7,7,2.640736081835069e-14,1918,273.2169447404904
2024-04-01 15:01,128,1e-05,3,1,3,11,1,1,0.0006070728913522004,846,474.3152478198741
2024-04-01 15:01,128,1e-05,3,1,3,11,1,3,8.201860820224204e-07,966,450.53951487819614
2024-04-01 15:01,128,1e-05,3,1,3,11,1,5,3.652325202418936e-07,1118,450.51555390279043
2024-04-01 15:01,128,1e-05,3,1,3,11,1,7,3.6464991612020084e-07,1302,450.5155207360237
2024-04-01 15:02,128,1e-05,3,1,3,11,3,1,5.9703166232357116e-06,1198,296.7357388581779
2024-04-01 15:02,128,1e-05,3,1,3,11,3,3,1.9032394111825485e-13,1318,273.2830995818024
2024-04-01 15:02,128,1e-05,3,1,3,11,3,5,5.612988200239798e-14,1470,273.26532300378557
2024-04-01 15:02,128,1e-05,3,1,3,11,3,7,5.6009142500362326e-14,1654,273.26530042548137
2024-04-01 15:02,128,1e-05,3,1,3,11,5,1,1.4687342748200071e-05,1550,305.51795827366914
2024-04-01 15:02,128,1e-05,3,1,3,11,5,3,2.088182655604102e-14,1670,273.2374248831265
2024-04-01 15:02,128,1e-05,3,1,3,11,5,5,1.4384163499849212e-15,1822,273.2169979012786
2024-04-01 15:02,128,1e-05,3,1,3,11,5,7,1.433856200990197e-15,2006,273.21697373499944
2024-04-01 15:02,128,1e-05,3,1,3,11,7,1,2.957014634713818e-05,1902,314.6326090073886
2024-04-01 15:02,128,1e-05,3,1,3,11,7,3,2.600834815874928e-14,2022,273.24005088366886
2024-04-01 15:02,128,1e-05,3,1,3,11,7,5,1.4314223848130022e-15,2174,273.2169705034521
2024-04-01 15:02,128,1e-05,3,1,3,11,7,7,1.4269220829645668e-15,2358,273.2169447454527
2024-04-01 15:02,128,1e-05,3,1,3,13,1,1,0.0010773637226443868,1078,521.7304811437148
2024-04-01 15:02,128,1e-05,3,1,3,13,1,3,1.2223809715248731e-06,1214,490.1240465669895
2024-04-01 15:02,128,1e-05,3,1,3,13,1,5,5.101508554797413e-07,1382,490.09612269142514
2024-04-01 15:02,128,1e-05,3,1,3,13,1,7,5.092881091134859e-07,1582,490.09608556351725
2024-04-01 15:02,128,1e-05,3,1,3,13,3,1,1.0676807449313418e-05,1494,301.9002287385606
2024-04-01 15:02,128,1e-05,3,1,3,13,3,3,2.661673207131216e-13,1630,273.29358720964007
2024-04-01 15:02,128,1e-05,3,1,3,13,3,5,7.469342013123554e-14,1798,273.2741167710692
2024-04-01 15:02,128,1e-05,3,1,3,13,3,7,7.452465149707194e-14,1998,273.27409309436797
2024-04-01 15:03,128,1e-05,3,1,3,13,5,1,2.5723962024408307e-05,1910,312.5021456427236
2024-04-01 15:03,128,1e-05,3,1,3,13,5,3,2.5068980787158633e-14,2046,273.23960697827505
2024-04-01 15:03,128,1e-05,3,1,3,13,5,5,1.421546155032353e-15,2214,273.2170045640277
2024-04-01 15:03,128,1e-05,3,1,3,13,5,7,1.4138266841093438e-15,2414,273.2169790108509
2024-04-01 15:03,128,1e-05,3,1,3,13,7,1,5.1234819334444425e-05,2326,323.5675849006156
2024-04-01 15:03,128,1e-05,3,1,3,13,7,3,3.197092126128591e-14,2462,273.2427104629645
2024-04-01 15:03,128,1e-05,3,1,3,13,7,5,1.411772404444015e-15,2630,273.2169721847778
2024-04-01 15:03,128,1e-05,3,1,3,13,7,7,1.403524430314164e-15,2830,273.2169447504772
2024-04-01 15:03,128,1e-05,3,1,3,15,1,1,0.0017815427183938185,1342,573.3381130286125
2024-04-01 15:03,128,1e-05,3,1,3,15,1,3,1.7418423893986096e-06,1494,532.0719245981212
2024-04-01 15:03,128,1e-05,3,1,3,15,1,5,6.78824254740014e-07,1678,532.03940929494
2024-04-01 15:03,128,1e-05,3,1,3,15,1,7,6.776031971452607e-07,1894,532.0393677584332
2024-04-01 15:03,128,1e-05,3,1,3,15,3,1,1.8122639046762248e-05,1822,307.5971524942229
2024-04-01 15:03,128,1e-05,3,1,3,15,3,3,3.618701675660018e-13,1974,273.30420272011855
2024-04-01 15:03,128,1e-05,3,1,3,15,3,5,9.593500988901871e-14,2158,273.28291083711395
2024-04-01 15:03,128,1e-05,3,1,3,15,3,7,9.570943972579742e-14,2374,273.2828859854825
2024-04-01 15:03,128,1e-05,3,1,3,15,5,1,4.256115323272981e-05,2302,320.11181298667736
2024-04-01 15:03,128,1e-05,3,1,3,15,5,3,3.00976735481731e-14,2454,273.24191660648535
2024-04-01 15:03,128,1e-05,3,1,3,15,5,5,1.4235673170661717e-15,2638,273.21701130327796
2024-04-01 15:03,128,1e-05,3,1,3,15,5,7,1.4153961371730937e-15,2854,273.21698428675705
2024-04-01 15:04,128,1e-05,3,1,3,15,7,1,8.361902589130412e-05,2782,333.24732079991105
2024-04-01 15:04,128,1e-05,3,1,3,15,7,3,3.9155904414606195e-14,2934,273.2454975861988
2024-04-01 15:04,128,1e-05,3,1,3,15,7,5,1.4122826622891999e-15,3118,273.21697394260445
2024-04-01 15:04,128,1e-05,3,1,3,15,7,7,1.4035036042975446e-15,3334,273.21694475555637
2024-04-01 15:04,128,1e-05,3,1,5,3,1,1,5.848872818894965e-05,246,594.4722342542989
2024-04-01 15:04,128,1e-05,3,1,5,3,1,3,2.4951433733022418e-05,302,583.0192373638146
2024-04-01 15:04,128,1e-05,3,1,5,3,1,5,2.8386964679822473e-05,390,582.9950189364702
2024-04-01 15:04,128,1e-05,3,1,5,3,1,7,3.2819936482666396e-05,510,582.9949801297471
2024-04-01 15:04,128,1e-05,3,1,5,3,3,1,2.3146119464293294e-05,342,472.8629764427454
2024-04-01 15:04,128,1e-05,3,1,5,3,3,3,2.7311905307750338e-05,398,459.93021873392127
2024-04-01 15:04,128,1e-05,3,1,5,3,3,5,3.267819871012444e-05,486,459.9095543498384
2024-04-01 15:04,128,1e-05,3,1,5,3,3,7,3.897777384525219e-05,606,459.9095224529303
2024-04-01 15:04,128,1e-05,3,1,5,3,5,1,2.4372446971140848e-05,438,476.6230072172262
2024-04-01 15:04,128,1e-05,3,1,5,3,5,3,3.0111716381654407e-05,494,459.9098136055769
2024-04-01 15:04,128,1e-05,3,1,5,3,5,5,3.734447899618383e-05,582,459.8879321228149
2024-04-01 15:04,128,1e-05,3,1,5,3,5,7,4.5510516486120036e-05,702,459.8878994966313
2024-04-01 15:04,128,1e-05,3,1,5,3,7,1,2.5756878178060065e-05,534,480.4539093489446
2024-04-01 15:04,128,1e-05,3,1,5,3,7,3,3.291178643843061e-05,590,459.926723162928
2024-04-01 15:04,128,1e-05,3,1,5,3,7,5,4.201098993036204e-05,678,459.9036229377569
2024-04-01 15:04,128,1e-05,3,1,5,3,7,7,5.20434539308184e-05,798,459.9035895798372
2024-04-01 15:05,128,1e-05,3,1,5,5,1,1,0.00014175964807471437,350,695.357063540814
2024-04-01 15:05,128,1e-05,3,1,5,5,1,3,5.555292432914195e-07,422,677.9919231161258
2024-04-01 15:05,128,1e-05,3,1,5,5,1,5,3.634398924064997e-07,526,677.9624469482703
2024-04-01 15:05,128,1e-05,3,1,5,5,1,7,3.66085843257924e-07,662,677.9624012316211
2024-04-01 15:05,128,1e-05,3,1,5,5,3,1,6.625898826168918e-07,510,478.3433137287337
2024-04-01 15:05,128,1e-05,3,1,5,5,3,3,2.5362665221573383e-08,582,459.93030515458804
2024-04-01 15:05,128,1e-05,3,1,5,5,3,5,2.8862533259613413e-08,686,459.90764912494745
2024-04-01 15:05,128,1e-05,3,1,5,5,3,7,3.292253285415404e-08,822,459.90761589545224
2024-04-01 15:05,128,1e-05,3,1,5,5,5,1,1.5382588735615299e-06,670,484.6783654093711
2024-04-01 15:05,128,1e-05,3,1,5,5,5,3,2.7042375678044433e-08,742,459.8701196822762
2024-04-01 15:05,128,1e-05,3,1,5,5,5,5,3.166227767508182e-08,846,459.84543663836826
2024-04-01 15:05,128,1e-05,3,1,5,5,5,7,3.6842277215816344e-08,982,459.84540219534983
2024-04-01 15:05,128,1e-05,3,1,5,5,7,1,3.0021925440415977e-06,830,491.169450173053
2024-04-01 15:05,128,1e-05,3,1,5,5,7,3,2.8722454923280418e-08,902,459.87212289596715
2024-04-01 15:05,128,1e-05,3,1,5,5,7,5,3.446231856504064e-08,1006,459.84540995601543
2024-04-01 15:05,128,1e-05,3,1,5,5,7,7,4.076231795329993e-08,1142,459.8453742952725
2024-04-01 15:05,128,1e-05,3,1,5,7,1,1,0.0003849467414728737,486,809.590206693331
2024-04-01 15:05,128,1e-05,3,1,5,7,1,3,1.0814932136145802e-06,574,783.8372968453187
2024-04-01 15:05,128,1e-05,3,1,5,7,1,5,6.613456561752598e-07,694,783.8014438521246
2024-04-01 15:05,128,1e-05,3,1,5,7,1,7,6.607454958700473e-07,846,783.8013902232117
2024-04-01 15:07,128,1e-05,3,1,5,7,3,1,1.5074914045497732e-06,710,484.60080349122546
2024-04-01 15:07,128,1e-05,3,1,5,7,3,3,2.487153966603269e-11,798,459.95740275717435
2024-04-01 15:07,128,1e-05,3,1,5,7,3,5,2.7429507177774002e-11,918,459.93253924619734
2024-04-01 15:07,128,1e-05,3,1,5,7,3,7,3.052934934381714e-11,1070,459.9325045535816
2024-04-01 15:07,128,1e-05,3,1,5,7,5,1,3.713778351795848e-06,934,493.61947338976114
2024-04-01 15:07,128,1e-05,3,1,5,7,5,3,2.5841693237220148e-11,1022,459.87312766890534
2024-04-01 15:07,128,1e-05,3,1,5,7,5,5,2.93178126027701e-11,1142,459.84542672355536
