date,precision_in_bits,pphys,dx,dz,dm,error_rate,qubits,code_cycles
2024-04-01 10:42,128,1e-05,19,3,5,4.625339482936391e-14,2366,60.01037752903918
2024-04-01 10:42,128,1e-05,19,3,7,6.871056828564764e-14,2370,84.01705501218456
2024-04-01 10:42,128,1e-05,19,5,1,4.541382762767858e-05,2966,14.02606043507104
2024-04-01 10:42,128,1e-05,19,5,3,3.7848369095353437e-14,2970,36.005549594204325
2024-04-01 10:42,128,1e-05,19,5,5,1.0395193472271382e-14,2974,60.00600506408345
2024-04-01 10:42,128,1e-05,19,5,7,1.038982607230381e-14,2978,84.00840564291144
2024-04-01 10:42,128,1e-05,19,7,1,8.188577552773611e-05,3574,14.552511181611475
2024-04-01 10:42,128,1e-05,19,7,3,4.748149453213785e-14,3578,36.00598913427901
2024-04-01 10:42,128,1e-05,19,7,5,1.0383887164650177e-14,3582,60.006002885960186
2024-04-01 10:42,128,1e-05,19,7,7,1.0370601956574264e-14,3586,84.0084004545435
2024-04-01 10:42,128,1e-05,21,1,1,3.167985160670717e-05,2102,13.885290650297875
2024-04-01 10:42,128,1e-05,21,1,3,8.572797272629654e-08,2106,41.471496687758545
2024-04-01 10:42,128,1e-05,21,1,5,1.4556182555666554e-07,2110,75.90246997820094
2024-04-01 10:42,128,1e-05,21,1,7,2.9058646878959846e-07,2114,116.62358744831705
2024-04-01 10:42,128,1e-05,21,3,1,3.633109350721473e-05,2774,13.793081430453494
2024-04-01 10:42,128,1e-05,21,3,3,7.697055784374417e-14,2778,36.00706750165322
2024-04-01 10:42,128,1e-05,21,3,5,5.144172749690639e-14,2782,60.010827834696244
2024-04-01 10:42,128,1e-05,21,3,7,7.760784643712874e-14,2786,84.01793716999511
2024-04-01 10:42,128,1e-05,21,5,1,7.130525127937213e-05,3446,14.365128450220167
2024-04-01 10:42,128,1e-05,21,5,3,4.396626952479066e-14,3450,36.005831739561756
2024-04-01 10:42,128,1e-05,21,5,5,1.0398060406769571e-14,3454,60.00600561613878
2024-04-01 10:42,128,1e-05,21,5,7,1.0391789172602487e-14,3458,84.00840617244289
2024-04-01 10:42,128,1e-05,21,7,1,0.0001253384641837387,4118,14.963119043874558
2024-04-01 10:42,128,1e-05,21,7,3,5.575751021500409e-14,4122,36.00631679483531
2024-04-01 10:42,128,1e-05,21,7,5,1.0385588371229706e-14,4126,60.00600321378803
2024-04-01 10:42,128,1e-05,21,7,7,1.0370604569962743e-14,4130,84.00840045524917
